poi_desc_id,poi_info_id,hours1,hours2,phone,description,web_link,map_link,map_link_spanish,vol_link,vol_link2,picnic_link,event_link,custom_link,season1,season2,special_hours,special_description,special_link,photo_link,fish_map,accessibility_description
297,22,Sunrise to Sunset,,,"Wampum Lake offers year-round fishing opportunities, with nine bump-outs along nearly one mile of shoreline. Visitors can relax or play in shaded picnic areas or spot colorful spring wildflowers on a walk in the woods.",https://fpdcc.com/places/locations/wampum-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7344C0B4-21D5-4B51-B9D3-4E3C16F40FA2},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Wampum-Lake-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Wampum-Lake-032417.pdf,
298,50,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/watersmeet-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={3443F49A-80C4-416F-A3B7-8684394B2546},,,,,Year-round,,,,,,,
299,278,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/wayside-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E0AE5910-6C29-490E-8B45-073392881F2E},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Wayside-Woods-110421.pdf,,,Year-round,,,,,,,
300,19,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/wentworth-prairie/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
301,42,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/westchester-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Westchester-Woods-110421.pdf,,,Year-round,,,,,,,
302,284,June 12-Aug 13: Every day:12pm to 7pm,Aug 14-Sept 5: Saturday-Sunday:12pm to 7pm; Monday-Friday:4pm to 7pm; Labor Day:12pm to 7pm,773-775-1666,"Located in Chicago, Whealan Pool offers zero-depth entry, large body slides, small children's slides, play features, a multi-lane lap area, a water playground, lounge areas, and a concession stand.",https://fpdcc.com/places/locations/whealan-pool-aquatic-center/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,,,,,,,,Hours vary throughout the season and aquatic centers may close temporarily due to weather—always call (773-775-1666) ahead or check the Facebook page for the latest information.,,,,,
303,141,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/whistler-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Major-Taylor-Trail-Map-120920.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={304EB131-AB75-4385-87B4-5A135CA66184},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Whistler-Woods-110421.pdf,,,Year-round,,,,,,,
304,255,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/white-eagle-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-White-Eagle-Woods-110421.pdf,,,Year-round,,,,,,,
305,256,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/white-oak-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-White-Eagle-Woods-110421.pdf,,,Year-round,,,,,,,
306,301,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/willow-springs-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-White-Oak-Woods-110421.pdf,,,Year-round,,,,,,,
307,296,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/willow-springs-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={D063E1FC-4FCE-450A-887A-69EB8585F364},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Willow-Springs-Woods-110421.pdf,,,Year-round,,,,,,,
308,99,Sunrise to Sunset,,,"Wolf Lake Overlook is part of Eggers Grove. The landscape at Eggers Grove moves from dry, wooded ridges where spring wildflowers thrive to long, narrow wetlands filled with sedges, marsh grasses and waterfowl. The site has picnic groves and open space for recreation, as well.",https://fpdcc.com/places/locations/eggers-grove/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
309,251,,,,,,,,,,,,,,,,,,,,
310,43,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/wolf-road-prairie-nature-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={09540C0E-AC5C-4BC0-AA8C-80F12418835C},,,,,Year-round,,,,,,,
311,320,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/wolf-road-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Wolf-Road-Woods-110421.pdf,,,Year-round,,,,,,,
312,188,Sunrise to Sunset,,,"The Woodland Meadow Entrance is part of Busse Woods. The 3,558-acre Ned Brown Preserve—popularly known as Busse Woods—is one of the largest and most diverse locations in the Forest Preserves. The site includes ancient upland forests, one of the largest fishing and boating waters in Cook County, nearly 13 miles of paved trail, an elk pasture and much more—making it one of the best-used natural areas in Illinois.",https://fpdcc.com/places/locations/busse-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Busse-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Busse-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
313,367,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/woodrow-wilson-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
314,140,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/yankee-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7F587CE6-7AA0-4977-9354-8DAE07C47026},,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Yankee-Woods-110421.pdf,,,Year-round,,,,,,,
315,242,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/zoo-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Salt-Creek-Trail-Map-9-16.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Salt-Creek-Trail-Map-SPANISH-9-16.pdf,,,,,,Year-round,,,,,,,
316,68,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/tryners-pond/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Tryners-Pond-032417.pdf,
317,61,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/tuma-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Tuma-Lake-032417.pdf,
318,41,,,,"Set within a 216-acre nature park, the zoo have captivated and educated visitors since 1934. It is home to 2,000+ animal residents and is also an accredited arboretum.",https://www.czs.org/Brookfield-ZOO/Home.aspx,,,https://www.czs.org/volunteer,,,,,,,,,,,,
319,263,,,,"The Chicago Botanic Garden is one of the world's great living museums and conservation science centers, featuring 26 gardens and four natural areas, uniquely situated on 385 acres on and around nine islands, with six miles of lake shoreline.",http://www.chicagobotanic.org/,,,http://www.chicagobotanic.org/volunteer,,,,,,,,,,,,
320,74,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mcginty-slough/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Southwest-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Southwest-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-McGinty-Slough-032417.pdf,
321,396,Sunrise to Sunset,,,"Deer Grove, the county's first forest preserve, features nearly 2,000 acres of diverse habitat such as rolling upland forest, wooded ravines, wetlands and prairie. Following years of dedicated restoration work, two areas within Deer Grove are recognized by the Illinois Nature Preserves Commission as some of the highest quality natural areas in the state. ",https://fpdcc.com/places/locations/deer-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Deer-Grove-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Deer-Grove-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={BE274196-0F9B-4CC1-9E8B-B7726E81A485},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0F1BE8EE-6CA5-4CAF-8519-2F05B9ABC624},,,,Year-round,,,,,,,
322,364,Sunrise to Sunset,,,"Features a trailered boat launch for canoes, kayaks, rowboats, sailboats and boats with electric trolling motors.",https://fpdcc.com/places/locations/big-bend-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,https://fpdcc.com/downloads/maps/grove/FPCC-Picnic-Map-Big-Bend-Lake-110421.pdf,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Big-Bend-Lake-032417.pdf,
323,90,,,,,,,,,,,,,,,,,,,,
324,398,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/mcginty-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,,
326,1076,Sunrise to Sunset,,,"From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={88192BEA-126B-435B-B1B3-F38746E979D0},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={DD3A52A8-9A07-4E04-80E3-5A1ED4A0A260},,,,Year-round,,,,,,,
327,1077,Sunrise to Sunset,,,"Jens Jensen Grassland & Woods is part of Deer Grove. Deer Grove, the county's first forest preserve, features nearly 2,000 acres of diverse habitat such as rolling upland forest, wooded ravines, wetlands and prairie. Following years of dedicated restoration work, two areas within Deer Grove are recognized by the Illinois Nature Preserves Commission as some of the highest quality natural areas in the state.
",https://fpdcc.com/places/locations/deer-grove/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Deer-Grove-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Deer-Grove-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={0F1BE8EE-6CA5-4CAF-8519-2F05B9ABC624},https://ec.volunteernow.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={BE274196-0F9B-4CC1-9E8B-B7726E81A485},,,,Year-round,,,,,,,
328,1078,Sunrise to Sunset,,,"Oak Forest Heritage Preserve provides opportunities to learn about this preserve's diverse cultural and historical significance while traversing a nearly 2-mile paved loop trail. Located next to Oak Forest Health Center, the site offers healthy and restful activities such as walking, birding and wildlife watching.",https://fpdcc.com/places/locations/oak-forest-heritage-preserve/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,"Oak Forest Heritage Preserve-West has an accessible fishing area with accessible parking, a paved surface pathway to the shoreline, a hard surface along the shoreline, and railings along portions, or all, of the hard-surfaced shoreline."
329,383,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/axehead-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Des-Plaines-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Des-Plaines-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Axehead-Lake-032417.pdf,
330,325,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/camp-bullfrog-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Palos-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Palos-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,https://fpdcc.com/downloads/maps/fishing/FPCC-Fishing-Map-Bullfrog-Lake-032417.pdf,
331,1096,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/bobolink-meadow/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={E0718B3F-BB46-4B53-9957-8A0AC6B2FEB9},,,,,Year-round,,,,,,,
332,114,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/sunset-ridge-woods/,https://fpdcc.com/downloads/maps/zones/english/FPCC-North-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-North-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
333,1011,Sunrise to Sunset,,,"With eight picnic groves, a model airplane field and an off-leash dog area, Miller Meadow is a popular outdoor recreation location in the Chicago's western suburbs.",https://fpdcc.com/places/locations/miller-meadow/,https://fpdcc.com/downloads/maps/zones/english/FPCC-Central-Zone-Map-022020.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-Central-Zone-Map-SPANISH-01-18.pdf,,,,,,Year-round,,,,,,,
334,1147,Sunrise to Sunset,,,"Wampum Lake offers year-round fishing opportunities, with nine bump-outs along nearly one mile of shoreline. Visitors can relax or play in shaded picnic areas or spot colorful spring wildflowers on a walk in the woods.",https://fpdcc.com/places/locations/wampum-lake/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Thorn-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Thorn-Creek-Trail-Map-SPANISH-10-15.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={7344C0B4-21D5-4B51-B9D3-4E3C16F40FA2},,,,,Year-round,,,,,,,
336,1149,Sunrise to Sunset,,,"From walking and cycling to viewing beautifully restored habitats, Harms Woods has it all. This popular forest preserve is bisected by the North Branch of the Chicago River. To the east of the river, visitors can take advantage of the North Branch Trail; to the west of the river, visitors can walk along unpaved trails and enjoy spring wildflowers, butterflies and birds thriving thanks to years of dedicated restoration efforts.",https://fpdcc.com/places/locations/harms-woods/,https://fpdcc.com/downloads/maps/trails/english/FPCC-North-Branch-Trail-Map-022020.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-North-Branch-Trail-Map-SPANISH-9-16.pdf,https://ec.samaritan.com/recruiter/index.php?recruiterID=1405&class=OppDetails&oppGuid={DD3A52A8-9A07-4E04-80E3-5A1ED4A0A260},,,,,Year-round,,,,,,,
337,1150,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/thorn-creek-greenway/,https://fpdcc.com/downloads/maps/zones/english/FPCC-South-Zone-Map-10-15.pdf,https://fpdcc.com/downloads/maps/zones/spanish/FPCC-South-Zone-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
338,1160,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/elizabeth-a-conkey-forest/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Tinley-Creek-Trail-Map-10-15.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Tinley-Creek-Trail-Map-SPANISH-10-15.pdf,,,,,,Year-round,,,,,,,
339,1161,Sunrise to Sunset,,,,https://fpdcc.com/places/locations/bergman-slough/,https://fpdcc.com/downloads/maps/trails/english/FPCC-Sag-Valley-Trail-System-Map-080521.pdf,https://fpdcc.com/downloads/maps/trails/spanish/FPCC-Sag-Valley-Trail-System-Map-SPANISH-080521.pdf,,,,,,Year-round,,,,,,,
